Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,Status
2019-10-23,Higienópolis-Mackenzie,-23.5488,-46.6519,92593,47,2,65,39,1,29,36,18,REABASTECER
2019-10-24,Higienópolis-Mackenzie,-23.5488,-46.6519,92304,36,65,60,35,43,24,30,15,NORMAL
2019-10-25,Higienópolis-Mackenzie,-23.5488,-46.6519,92721,26,55,54,32,40,23,24,9,NORMAL
2019-10-26,Higienópolis-Mackenzie,-23.5488,-46.6519,91740,16,51,45,27,36,23,21,6,REABASTECER
2019-10-27,Higienópolis-Mackenzie,-23.5488,-46.6519,91305,4,44,35,27,32,17,19,43,REABASTECER
2019-10-28,Higienópolis-Mackenzie,-23.5488,-46.6519,90542,86,41,30,23,30,17,15,38,NORMAL
2019-10-29,Higienópolis-Mackenzie,-23.5488,-46.6519,91987,73,35,25,17,28,11,9,34,NORMAL
2019-10-30,Higienópolis-Mackenzie,-23.5488,-46.6519,91209,63,31,18,13,22,7,4,28,REABASTECER
2019-11-1,Higienópolis-Mackenzie,-23.5488,-46.6519,90544,54,29,8,9,20,5,43,23,REABASTECER
2019-11-2,Higienópolis-Mackenzie,-23.5488,-46.6519,92622,45,19,65,4,16,43,39,18,REABASTECER
2019-11-3,Higienópolis-Mackenzie,-23.5488,-46.6519,93366,35,14,57,43,10,38,35,12,NORMAL
2019-11-4,Higienópolis-Mackenzie,-23.5488,-46.6519,90231,26,10,47,38,6,38,31,10,NORMAL
2019-11-5,Higienópolis-Mackenzie,-23.5488,-46.6519,91612,13,5,41,32,43,34,26,7,REABASTECER
2019-11-6,Higienópolis-Mackenzie,-23.5488,-46.6519,93022,2,65,34,31,37,28,23,2,REABASTECER
2019-11-7,Higienópolis-Mackenzie,-23.5488,-46.6519,89810,86,59,30,28,33,26,18,43,NORMAL
2019-11-8,Higienópolis-Mackenzie,-23.5488,-46.6519,93514,73,53,20,27,27,25,12,39,NORMAL
2019-11-9,Higienópolis-Mackenzie,-23.5488,-46.6519,90971,63,44,16,21,23,25,9,34,NORMAL
2019-11-10,Higienópolis-Mackenzie,-23.5488,-46.6519,91809,51,37,12,15,20,19,3,28,REABASTECER
2019-11-11,Higienópolis-Mackenzie,-23.5488,-46.6519,90253,44,34,3,11,18,13,43,23,REABASTECER
2019-11-12,Higienópolis-Mackenzie,-23.5488,-46.6519,93489,37,26,65,10,16,8,37,21,NORMAL
2019-11-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92338,24,17,59,6,13,4,33,16,REABASTECER
2019-11-14,Higienópolis-Mackenzie,-23.5488,-46.6519,92508,15,13,51,43,9,43,29,13,NORMAL
2019-11-15,Higienópolis-Mackenzie,-23.5488,-46.6519,92088,8,11,41,38,5,41,26,9,NORMAL
2019-11-16,Higienópolis-Mackenzie,-23.5488,-46.6519,91570,86,5,31,35,43,36,23,6,REABASTECER
2019-11-17,Higienópolis-Mackenzie,-23.5488,-46.6519,90025,78,65,24,35,38,34,17,43,NORMAL
2019-11-18,Higienópolis-Mackenzie,-23.5488,-46.6519,92722,69,56,14,34,36,31,14,41,NORMAL
2019-11-19,Higienópolis-Mackenzie,-23.5488,-46.6519,89801,58,54,7,29,33,25,11,36,REABASTECER
2019-11-20,Higienópolis-Mackenzie,-23.5488,-46.6519,89652,47,47,65,25,29,21,7,34,NORMAL
2019-11-21,Higienópolis-Mackenzie,-23.5488,-46.6519,92947,34,37,60,21,23,15,4,32,NORMAL
2019-11-22,Higienópolis-Mackenzie,-23.5488,-46.6519,91777,24,34,55,19,17,14,43,26,NORMAL
2019-11-23,Higienópolis-Mackenzie,-23.5488,-46.6519,89604,11,29,51,16,13,11,38,21,REABASTECER
2019-11-24,Higienópolis-Mackenzie,-23.5488,-46.6519,89803,86,20,43,14,7,8,32,17,NORMAL
2019-11-25,Higienópolis-Mackenzie,-23.5488,-46.6519,89596,79,18,35,10,1,4,29,11,REABASTECER
2019-11-26,Higienópolis-Mackenzie,-23.5488,-46.6519,92163,72,13,30,9,43,43,27,5,NORMAL
2019-11-27,Higienópolis-Mackenzie,-23.5488,-46.6519,92602,65,7,25,5,40,37,23,43,NORMAL
2019-11-28,Higienópolis-Mackenzie,-23.5488,-46.6519,93125,54,65,18,43,36,37,20,37,NORMAL
2019-11-29,Higienópolis-Mackenzie,-23.5488,-46.6519,90509,41,63,12,43,30,31,14,32,NORMAL
2019-11-30,Higienópolis-Mackenzie,-23.5488,-46.6519,91558,28,58,3,38,28,27,11,28,NORMAL
2019-12-1,Higienópolis-Mackenzie,-23.5488,-46.6519,93240,16,54,65,33,24,27,9,24,NORMAL
2019-12-2,Higienópolis-Mackenzie,-23.5488,-46.6519,93147,8,52,59,29,20,27,3,20,REABASTECER
2019-12-3,Higienópolis-Mackenzie,-23.5488,-46.6519,92648,86,46,51,23,15,26,43,17,NORMAL
2019-12-4,Higienópolis-Mackenzie,-23.5488,-46.6519,92781,75,37,47,22,10,26,40,11,NORMAL
2019-12-5,Higienópolis-Mackenzie,-23.5488,-46.6519,92271,66,27,40,18,4,25,38,9,NORMAL
2019-12-6,Higienópolis-Mackenzie,-23.5488,-46.6519,92503,54,25,30,15,43,21,34,7,NORMAL
2019-12-7,Higienópolis-Mackenzie,-23.5488,-46.6519,92749,44,19,20,15,37,18,29,2,NORMAL
2019-12-8,Higienópolis-Mackenzie,-23.5488,-46.6519,89787,31,16,14,14,35,13,26,43,NORMAL
2019-12-9,Higienópolis-Mackenzie,-23.5488,-46.6519,91341,23,8,9,10,31,8,22,38,NORMAL
2019-12-10,Higienópolis-Mackenzie,-23.5488,-46.6519,90295,16,65,65,5,26,6,17,32,REABASTECER
2019-12-11,Higienópolis-Mackenzie,-23.5488,-46.6519,91712,7,58,56,43,21,43,15,27,REABASTECER
2019-12-12,Higienópolis-Mackenzie,-23.5488,-46.6519,92125,86,48,52,43,18,39,12,23,NORMAL
2019-12-13,Higienópolis-Mackenzie,-23.5488,-46.6519,92700,78,45,44,38,15,39,6,17,NORMAL
2019-12-14,Higienópolis-Mackenzie,-23.5488,-46.6519,93153,66,35,37,33,13,39,43,11,NORMAL
2019-12-15,Higienópolis-Mackenzie,-23.5488,-46.6519,90249,59,31,30,30,11,33,38,9,NORMAL
2019-12-16,Higienópolis-Mackenzie,-23.5488,-46.6519,92590,51,28,24,25,9,30,35,5,REABASTECER
2019-12-17,Higienópolis-Mackenzie,-23.5488,-46.6519,90220,38,24,20,23,3,29,31,43,REABASTECER
2019-12-18,Higienópolis-Mackenzie,-23.5488,-46.6519,90255,30,18,10,21,43,26,26,38,NORMAL
2019-12-19,Higienópolis-Mackenzie,-23.5488,-46.6519,90549,22,15,6,20,40,21,21,35,NORMAL
2019-12-20,Higienópolis-Mackenzie,-23.5488,-46.6519,91960,13,5,65,14,38,20,17,33,REABASTECER
2019-12-21,Higienópolis-Mackenzie,-23.5488,-46.6519,93316,3,65,58,12,35,18,11,28,NORMAL
2019-12-22,Higienópolis-Mackenzie,-23.5488,-46.6519,91997,86,60,49,10,29,16,5,26,REABASTECER
2019-12-23,Higienópolis-Mackenzie,-23.5488,-46.6519,91089,73,58,40,8,26,16,43,22,NORMAL
2019-12-24,Higienópolis-Mackenzie,-23.5488,-46.6519,92646,62,54,36,4,22,11,40,17,NORMAL
2019-12-25,Higienópolis-Mackenzie,-23.5488,-46.6519,93352,49,51,32,43,20,6,37,11,REABASTECER
2019-12-26,Higienópolis-Mackenzie,-23.5488,-46.6519,93264,39,45,24,42,15,43,32,9,NORMAL
2019-12-27,Higienópolis-Mackenzie,-23.5488,-46.6519,90240,31,36,19,36,11,40,30,6,REABASTECER
2019-12-28,Higienópolis-Mackenzie,-23.5488,-46.6519,92777,24,30,9,36,9,34,26,43,REABASTECER
2019-12-29,Higienópolis-Mackenzie,-23.5488,-46.6519,91227,14,21,65,31,4,29,23,39,NORMAL
2019-12-30,Higienópolis-Mackenzie,-23.5488,-46.6519,90993,2,12,60,25,43,25,19,36,REABASTECER
2018-1-1,Faria Lima,-23.5675,-46.6929,52687,86,65,65,43,43,43,43,43,NORMAL
2018-1-2,Faria Lima,-23.5675,-46.6929,53847,75,63,56,38,39,39,39,41,NORMAL
2018-1-3,Faria Lima,-23.5675,-46.6929,52514,65,55,49,38,33,35,37,37,NORMAL
2018-1-4,Faria Lima,-23.5675,-46.6929,51093,54,51,41,33,29,34,35,33,NORMAL
2018-1-5,Faria Lima,-23.5675,-46.6929,51507,46,42,37,29,26,32,30,29,NORMAL
2018-1-6,Faria Lima,-23.5675,-46.6929,53334,34,40,31,27,21,30,24,24,NORMAL
2018-1-7,Faria Lima,-23.5675,-46.6929,53940,26,35,23,23,17,29,19,21,NORMAL
2018-1-8,Faria Lima,-23.5675,-46.6929,53597,19,26,13,21,12,24,15,15,NORMAL
2018-1-9,Faria Lima,-23.5675,-46.6929,52496,8,21,7,15,9,18,10,11,NORMAL
2018-1-10,Faria Lima,-23.5675,-46.6929,52630,86,16,65,12,3,15,7,7,REABASTECER
2018-1-11,Faria Lima,-23.5675,-46.6929,51108,76,9,58,10,43,9,4,5,NORMAL
2018-1-12,Faria Lima,-23.5675,-46.6929,54209,65,65,52,9,37,4,43,43,REABASTECER
2018-1-13,Faria Lima,-23.5675,-46.6929,52827,53,63,45,6,31,43,39,38,NORMAL
2018-1-14,Faria Lima,-23.5675,-46.6929,51560,42,57,41,43,26,42,34,36,NORMAL
2018-1-15,Faria Lima,-23.5675,-46.6929,51323,33,47,36,43,21,38,30,33,NORMAL
2018-1-16,Faria Lima,-23.5675,-46.6929,52007,25,41,28,41,16,33,25,30,NORMAL
2018-1-17,Faria Lima,-23.5675,-46.6929,54428,15,35,21,38,12,30,23,28,NORMAL
2018-1-18,Faria Lima,-23.5675,-46.6929,53986,8,26,14,35,8,27,21,25,NORMAL
2018-1-19,Faria Lima,-23.5675,-46.6929,54816,86,23,6,33,5,27,16,19,NORMAL
2018-1-20,Faria Lima,-23.5675,-46.6929,52972,76,15,65,31,43,26,13,17,NORMAL
2018-1-21,Faria Lima,-23.5675,-46.6929,54985,67,12,61,29,37,25,8,11,NORMAL
2018-1-22,Faria Lima,-23.5675,-46.6929,54075,57,4,52,29,32,24,3,8,NORMAL
2018-1-23,Faria Lima,-23.5675,-46.6929,52306,49,65,42,29,27,22,43,4,REABASTECER
2018-1-24,Faria Lima,-23.5675,-46.6929,51879,39,57,36,28,21,20,41,43,NORMAL
2018-1-25,Faria Lima,-23.5675,-46.6929,51468,31,53,30,28,16,15,37,37,NORMAL
2018-1-26,Faria Lima,-23.5675,-46.6929,53015,21,48,21,26,11,11,31,35,NORMAL
2018-1-27,Faria Lima,-23.5675,-46.6929,53344,13,46,16,21,9,9,25,32,NORMAL
2018-1-28,Faria Lima,-23.5675,-46.6929,52975,4,44,7,16,3,7,23,28,REABASTECER
2018-1-29,Faria Lima,-23.5675,-46.6929,54527,86,41,65,14,43,7,17,24,NORMAL
2018-1-30,Faria Lima,-23.5675,-46.6929,54273,78,34,56,10,41,7,11,21,NORMAL
2018-2-1,Faria Lima,-23.5675,-46.6929,52476,69,30,46,10,37,6,5,18,REABASTECER
2018-2-2,Faria Lima,-23.5675,-46.6929,52266,56,21,40,4,31,43,43,15,REABASTECER
2018-2-3,Faria Lima,-23.5675,-46.6929,52963,49,13,34,43,29,41,40,9,NORMAL
2018-2-4,Faria Lima,-23.5675,-46.6929,53107,36,6,25,43,24,37,38,4,REABASTECER
2018-2-5,Faria Lima,-23.5675,-46.6929,52423,23,65,21,43,18,31,32,43,NORMAL
2018-2-6,Faria Lima,-23.5675,-46.6929,51648,15,61,14,38,16,28,27,38,NORMAL
2018-2-7,Faria Lima,-23.5675,-46.6929,51533,5,56,10,33,14,22,21,33,NORMAL
2018-2-8,Faria Lima,-23.5675,-46.6929,51623,86,49,2,29,8,21,19,31,NORMAL
2018-2-9,Faria Lima,-23.5675,-46.6929,52671,76,45,65,24,4,19,14,26,REABASTECER
2018-2-10,Faria Lima,-23.5675,-46.6929,51989,69,42,57,19,43,14,8,23,NORMAL
2018-2-11,Faria Lima,-23.5675,-46.6929,54286,62,36,48,19,38,11,5,17,NORMAL
2018-2-12,Faria Lima,-23.5675,-46.6929,53646,51,32,42,19,34,6,43,15,REABASTECER
2018-2-13,Faria Lima,-23.5675,-46.6929,52795,42,29,33,14,28,43,39,12,NORMAL
2018-2-14,Faria Lima,-23.5675,-46.6929,53866,31,25,27,9,23,39,36,8,NORMAL
2018-2-15,Faria Lima,-23.5675,-46.6929,54527,20,17,21,8,21,33,32,6,NORMAL
2018-2-16,Faria Lima,-23.5675,-46.6929,54780,12,9,11,2,19,29,30,43,NORMAL
2018-2-17,Faria Lima,-23.5675,-46.6929,53720,86,65,5,43,13,25,24,39,NORMAL
2018-2-18,Faria Lima,-23.5675,-46.6929,54284,73,58,65,37,9,24,18,35,NORMAL
2018-2-19,Faria Lima,-23.5675,-46.6929,53582,63,52,60,32,7,22,15,31,NORMAL
2018-2-20,Faria Lima,-23.5675,-46.6929,53267,52,47,51,28,4,21,11,28,NORMAL
2018-2-21,Faria Lima,-23.5675,-46.6929,53950,40,41,45,27,43,20,5,25,REABASTECER
2018-2-22,Faria Lima,-23.5675,-46.6929,52947,33,37,41,21,40,19,43,23,NORMAL
2018-2-23,Faria Lima,-23.5675,-46.6929,54543,20,31,33,16,37,14,38,17,NORMAL
2018-2-24,Faria Lima,-23.5675,-46.6929,53501,12,25,27,12,31,12,36,14,REABASTECER
2018-2-25,Faria Lima,-23.5675,-46.6929,54685,86,18,17,6,26,10,32,11,NORMAL
2018-2-26,Faria Lima,-23.5675,-46.6929,52647,74,13,10,43,22,5,29,8,NORMAL
2018-2-27,Faria Lima,-23.5675,-46.6929,52212,63,10,5,37,19,43,26,4,REABASTECER
2018-2-28,Faria Lima,-23.5675,-46.6929,53276,54,1,65,33,16,40,21,43,REABASTECER
2018-2-29,Faria Lima,-23.5675,-46.6929,54474,42,65,61,33,11,40,19,37,NORMAL
2018-2-30,Faria Lima,-23.5675,-46.6929,53087,30,57,54,31,7,35,14,34,NORMAL
2018-3-1,Faria Lima,-23.5675,-46.6929,52368,18,53,49,29,1,30,12,30,REABASTECER
2018-3-2,Faria Lima,-23.5675,-46.6929,53916,10,50,42,27,43,29,9,24,NORMAL
2018-3-3,Faria Lima,-23.5675,-46.6929,54260,86,45,37,23,41,28,3,22,REABASTECER
2018-3-4,Faria Lima,-23.5675,-46.6929,53757,74,37,27,22,39,28,43,19,NORMAL
2018-3-5,Faria Lima,-23.5675,-46.6929,51704,61,31,20,21,33,28,39,17,NORMAL
2018-3-6,Faria Lima,-23.5675,-46.6929,54597,51,26,13,16,31,22,34,15,NORMAL
2018-3-7,Faria Lima,-23.5675,-46.6929,53233,41,20,5,11,26,18,28,9,REABASTECER
2018-3-8,Faria Lima,-23.5675,-46.6929,54792,33,18,65,10,23,18,26,6,REABASTECER
2018-3-9,Faria Lima,-23.5675,-46.6929,51147,22,9,58,4,19,12,22,43,REABASTECER
2018-3-10,Faria Lima,-23.5675,-46.6929,51712,9,65,48,43,17,6,19,39,NORMAL
2018-3-11,Faria Lima,-23.5675,-46.6929,51639,86,57,42,40,12,43,14,34,NORMAL
2018-3-12,Faria Lima,-23.5675,-46.6929,51869,74,53,37,38,8,40,11,32,NORMAL
2018-3-13,Faria Lima,-23.5675,-46.6929,53168,62,50,30,33,2,39,9,26,REABASTECER
2018-3-14,Faria Lima,-23.5675,-46.6929,52105,51,44,20,33,43,38,5,21,NORMAL
2018-3-15,Faria Lima,-23.5675,-46.6929,54602,39,41,10,28,41,38,43,18,NORMAL
2018-3-16,Faria Lima,-23.5675,-46.6929,51943,30,39,2,23,38,38,40,14,REABASTECER
2018-3-17,Faria Lima,-23.5675,-46.6929,51243,20,34,65,23,36,36,37,10,NORMAL
2018-3-18,Faria Lima,-23.5675,-46.6929,53667,10,32,60,20,31,33,34,5,REABASTECER
2018-3-19,Faria Lima,-23.5675,-46.6929,54967,86,26,50,20,25,30,32,43,NORMAL
2018-3-20,Faria Lima,-23.5675,-46.6929,51789,78,20,45,18,23,28,29,37,NORMAL
2018-3-21,Faria Lima,-23.5675,-46.6929,52034,65,17,39,18,18,25,26,32,NORMAL
2018-3-22,Faria Lima,-23.5675,-46.6929,53836,56,13,33,15,16,21,21,27,NORMAL
2018-3-23,Faria Lima,-23.5675,-46.6929,53004,49,4,27,14,10,17,15,24,NORMAL
2018-3-24,Faria Lima,-23.5675,-46.6929,52231,37,65,21,11,6,12,11,20,REABASTECER
2018-3-25,Faria Lima,-23.5675,-46.6929,54356,24,61,11,5,43,8,9,16,REABASTECER
2018-3-26,Faria Lima,-23.5675,-46.6929,52011,17,55,5,43,41,5,7,12,REABASTECER
2018-3-27,Faria Lima,-23.5675,-46.6929,54694,8,49,65,41,37,43,5,7,NORMAL
2018-3-28,Faria Lima,-23.5675,-46.6929,54990,86,42,56,35,35,39,43,3,REABASTECER
2018-3-29,Faria Lima,-23.5675,-46.6929,53093,76,39,46,35,31,37,38,43,NORMAL
2018-3-30,Faria Lima,-23.5675,-46.6929,54241,67,34,40,31,26,36,33,37,NORMAL
2018-4-1,Faria Lima,-23.5675,-46.6929,52327,56,27,32,31,22,34,31,33,NORMAL
2018-4-2,Faria Lima,-23.5675,-46.6929,51550,47,23,26,27,20,30,26,29,NORMAL
2018-4-3,Faria Lima,-23.5675,-46.6929,52098,40,14,20,23,17,30,24,23,NORMAL
2018-4-4,Faria Lima,-23.5675,-46.6929,51985,29,8,13,22,12,26,18,17,REABASTECER
2018-4-5,Faria Lima,-23.5675,-46.6929,54966,17,65,9,19,9,24,14,14,REABASTECER
2018-4-6,Faria Lima,-23.5675,-46.6929,54375,9,56,65,18,3,20,10,8,NORMAL
2018-4-7,Faria Lima,-23.5675,-46.6929,52517,86,48,55,15,43,17,6,4,NORMAL
2018-4-8,Faria Lima,-23.5675,-46.6929,54331,79,38,46,9,41,16,43,43,NORMAL
2018-4-9,Faria Lima,-23.5675,-46.6929,54907,68,28,40,5,35,14,37,40,REABASTECER
2018-4-10,Faria Lima,-23.5675,-46.6929,51235,55,24,30,43,30,14,33,35,NORMAL
2018-4-11,Faria Lima,-23.5675,-46.6929,53779,47,22,25,43,27,11,30,32,NORMAL
2018-4-12,Faria Lima,-23.5675,-46.6929,53345,37,16,18,37,25,5,25,30,REABASTECER
2018-4-13,Faria Lima,-23.5675,-46.6929,51935,25,11,9,37,23,43,21,25,REABASTECER
2018-4-14,Faria Lima,-23.5675,-46.6929,52417,17,3,65,32,21,40,19,22,REABASTECER
2018-4-15,Faria Lima,-23.5675,-46.6929,52784,8,65,56,32,15,39,14,19,NORMAL
2018-4-16,Faria Lima,-23.5675,-46.6929,54163,86,62,47,32,10,37,11,17,NORMAL
2018-4-17,Faria Lima,-23.5675,-46.6929,54995,77,57,39,28,6,33,5,12,REABASTECER
2018-4-18,Faria Lima,-23.5675,-46.6929,51255,66,48,35,25,43,29,43,9,NORMAL
2018-4-19,Faria Lima,-23.5675,-46.6929,54906,59,43,30,23,37,28,38,3,REABASTECER
2018-4-20,Faria Lima,-23.5675,-46.6929,54315,52,36,25,19,33,25,35,43,NORMAL
2018-4-21,Faria Lima,-23.5675,-46.6929,54127,42,27,15,19,30,23,29,37,NORMAL
2018-4-22,Faria Lima,-23.5675,-46.6929,53434,33,19,9,14,28,23,27,32,REABASTECER
2018-4-23,Faria Lima,-23.5675,-46.6929,53097,24,14,65,11,23,18,23,26,NORMAL
2018-4-24,Faria Lima,-23.5675,-46.6929,51931,13,11,59,11,19,13,19,21,NORMAL
2018-4-25,Faria Lima,-23.5675,-46.6929,51546,5,5,55,5,13,9,14,19,REABASTECER
2018-4-26,Faria Lima,-23.5675,-46.6929,52077,86,65,51,43,11,7,10,17,NORMAL
2018-4-27,Faria Lima,-23.5675,-46.6929,54956,75,55,46,37,9,6,8,11,NORMAL
2018-4-28,Faria Lima,-23.5675,-46.6929,54742,67,45,41,36,3,43,4,5,REABASTECER
2018-4-29,Faria Lima,-23.5675,-46.6929,53724,60,35,34,33,43,39,43,43,NORMAL
2018-4-30,Faria Lima,-23.5675,-46.6929,53937,47,32,29,33,39,33,38,37,NORMAL
2018-5-1,Faria Lima,-23.5675,-46.6929,52304,35,29,21,32,36,32,34,31,NORMAL
2018-5-2,Faria Lima,-23.5675,-46.6929,52458,28,26,13,32,34,28,28,29,NORMAL
2018-5-3,Faria Lima,-23.5675,-46.6929,51130,20,23,4,28,29,22,22,24,REABASTECER
2018-5-4,Faria Lima,-23.5675,-46.6929,52018,9,15,65,22,27,20,17,21,REABASTECER
2018-5-5,Faria Lima,-23.5675,-46.6929,52769,86,8,57,20,24,19,15,16,REABASTECER
2018-5-6,Faria Lima,-23.5675,-46.6929,53422,79,65,47,14,18,14,9,11,NORMAL
2018-5-7,Faria Lima,-23.5675,-46.6929,51520,71,63,39,11,15,14,3,7,NORMAL
2018-5-8,Faria Lima,-23.5675,-46.6929,53509,62,54,33,9,10,10,43,3,REABASTECER
2018-5-9,Faria Lima,-23.5675,-46.6929,53175,53,47,23,3,7,5,37,43,REABASTECER
2018-5-10,Faria Lima,-23.5675,-46.6929,52805,46,40,16,43,4,43,35,37,REABASTECER
2018-5-11,Faria Lima,-23.5675,-46.6929,51369,33,32,7,41,43,39,30,31,REABASTECER
2018-5-12,Faria Lima,-23.5675,-46.6929,51867,22,27,65,37,40,36,26,29,NORMAL
2018-5-13,Faria Lima,-23.5675,-46.6929,54844,13,23,57,32,36,34,23,24,NORMAL
2018-5-14,Faria Lima,-23.5675,-46.6929,51195,6,13,48,28,30,34,19,20,REABASTECER
2018-5-15,Faria Lima,-23.5675,-46.6929,52263,86,9,39,25,27,29,15,17,REABASTECER
2018-5-16,Faria Lima,-23.5675,-46.6929,51497,79,65,30,24,24,26,10,15,NORMAL
2018-5-17,Faria Lima,-23.5675,-46.6929,54253,71,61,26,18,21,20,7,11,NORMAL
2018-5-18,Faria Lima,-23.5675,-46.6929,51583,62,58,22,17,16,15,1,5,REABASTECER
2018-5-19,Faria Lima,-23.5675,-46.6929,51289,49,51,14,13,11,11,43,43,NORMAL
2018-5-20,Faria Lima,-23.5675,-46.6929,52220,36,44,5,10,9,5,39,38,NORMAL
2018-5-21,Faria Lima,-23.5675,-46.6929,53526,28,42,65,6,7,43,36,33,NORMAL
2018-5-22,Faria Lima,-23.5675,-46.6929,54408,17,40,56,43,1,38,34,30,REABASTECER
2018-5-23,Faria Lima,-23.5675,-46.6929,51475,4,37,50,37,43,38,32,27,NORMAL
2018-5-24,Faria Lima,-23.5675,-46.6929,52255,86,33,42,31,41,38,28,25,NORMAL
2018-5-25,Faria Lima,-23.5675,-46.6929,54339,79,24,37,27,37,38,25,23,NORMAL
2018-5-26,Faria Lima,-23.5675,-46.6929,54292,72,18,29,26,32,32,20,20,NORMAL
2018-5-27,Faria Lima,-23.5675,-46.6929,52789,60,15,24,25,27,31,14,14,NORMAL
2018-5-28,Faria Lima,-23.5675,-46.6929,54940,50,9,16,21,23,31,11,9,REABASTECER
2018-5-29,Faria Lima,-23.5675,-46.6929,52213,42,65,6,20,21,30,8,7,REABASTECER
2018-5-30,Faria Lima,-23.5675,-46.6929,51698,32,62,65,18,19,28,2,5,REABASTECER
2018-6-1,Faria Lima,-23.5675,-46.6929,51607,25,58,58,13,17,22,43,43,NORMAL
2018-6-2,Faria Lima,-23.5675,-46.6929,54846,12,51,50,7,11,20,40,40,REABASTECER
2018-6-3,Faria Lima,-23.5675,-46.6929,52245,86,42,44,3,7,17,36,38,REABASTECER
2018-6-4,Faria Lima,-23.5675,-46.6929,53691,73,32,35,43,3,11,30,34,NORMAL
2018-6-5,Faria Lima,-23.5675,-46.6929,54193,66,28,28,38,43,9,24,30,NORMAL
2018-6-6,Faria Lima,-23.5675,-46.6929,52262,53,24,20,37,41,6,21,25,REABASTECER
2018-6-7,Faria Lima,-23.5675,-46.6929,51242,42,20,15,36,35,43,18,23,NORMAL
2018-6-8,Faria Lima,-23.5675,-46.6929,51453,33,12,5,32,29,38,13,20,REABASTECER
2018-6-9,Faria Lima,-23.5675,-46.6929,51549,26,10,65,27,26,33,9,15,NORMAL
2018-6-10,Faria Lima,-23.5675,-46.6929,51205,18,1,56,21,23,27,6,11,REABASTECER
2018-6-11,Faria Lima,-23.5675,-46.6929,51704,6,65,51,15,20,25,43,7,REABASTECER
2018-6-12,Faria Lima,-23.5675,-46.6929,51788,86,56,42,11,18,22,39,1,NORMAL
2018-6-13,Faria Lima,-23.5675,-46.6929,52877,79,51,35,6,15,22,36,43,REABASTECER
2018-6-14,Faria Lima,-23.5675,-46.6929,52811,67,46,28,43,11,17,31,37,NORMAL
2018-6-15,Faria Lima,-23.5675,-46.6929,52882,55,36,23,42,7,12,28,31,NORMAL
2018-6-16,Faria Lima,-23.5675,-46.6929,53258,47,32,19,40,2,8,24,27,REABASTECER
2018-6-17,Faria Lima,-23.5675,-46.6929,54830,37,28,14,40,43,8,21,23,NORMAL
2018-6-18,Faria Lima,-23.5675,-46.6929,53095,29,22,9,36,40,2,18,17,REABASTECER
2018-6-19,Faria Lima,-23.5675,-46.6929,53840,19,12,65,35,35,43,15,11,NORMAL
2018-6-20,Faria Lima,-23.5675,-46.6929,52501,11,10,56,29,31,42,9,7,NORMAL
2018-6-21,Faria Lima,-23.5675,-46.6929,52429,86,3,47,24,25,42,5,4,NORMAL
2018-6-22,Faria Lima,-23.5675,-46.6929,54653,76,65,43,19,19,41,43,43,NORMAL
2018-6-23,Faria Lima,-23.5675,-46.6929,54238,68,56,33,17,17,38,41,40,NORMAL
2018-6-24,Faria Lima,-23.5675,-46.6929,53400,61,54,26,16,15,33,37,37,NORMAL
2018-6-25,Faria Lima,-23.5675,-46.6929,54142,53,44,22,15,11,31,35,35,NORMAL
2018-6-26,Faria Lima,-23.5675,-46.6929,51216,46,41,15,15,5,30,30,29,REABASTECER
2018-6-27,Faria Lima,-23.5675,-46.6929,53547,38,39,9,11,43,25,24,26,REABASTECER
2018-6-28,Faria Lima,-23.5675,-46.6929,54748,31,33,65,8,39,21,19,22,NORMAL
2018-6-29,Faria Lima,-23.5675,-46.6929,52882,22,28,61,7,37,21,17,19,NORMAL
2018-6-30,Faria Lima,-23.5675,-46.6929,51174,9,26,57,4,32,18,15,16,REABASTECER
2018-7-1,Faria Lima,-23.5675,-46.6929,52628,86,24,53,43,29,16,9,12,NORMAL
2018-7-2,Faria Lima,-23.5675,-46.6929,54860,79,17,47,39,24,16,3,7,REABASTECER
2018-7-3,Faria Lima,-23.5675,-46.6929,54973,72,14,38,37,21,11,43,3,NORMAL
2018-7-4,Faria Lima,-23.5675,-46.6929,51730,63,9,30,34,15,10,40,43,REABASTECER
2018-7-5,Faria Lima,-23.5675,-46.6929,53706,53,65,23,30,13,6,35,40,REABASTECER
2018-7-6,Faria Lima,-23.5675,-46.6929,52242,40,57,18,28,8,43,33,38,NORMAL
2018-7-7,Faria Lima,-23.5675,-46.6929,54881,29,49,8,26,6,42,30,34,REABASTECER
2018-7-8,Faria Lima,-23.5675,-46.6929,51967,21,44,65,24,43,39,26,29,NORMAL
2018-7-9,Faria Lima,-23.5675,-46.6929,53325,11,38,57,21,40,33,22,24,NORMAL
2018-7-10,Faria Lima,-23.5675,-46.6929,54911,86,33,50,19,36,32,20,20,NORMAL
2018-7-11,Faria Lima,-23.5675,-46.6929,51332,77,25,42,13,34,32,14,16,NORMAL
2018-7-12,Faria Lima,-23.5675,-46.6929,51251,64,19,36,12,29,30,9,13,NORMAL
2018-7-13,Faria Lima,-23.5675,-46.6929,54631,54,13,32,8,25,28,3,10,NORMAL
